pin,slack
Quad_1/QuadXface_1/QuadDataOut_1_1_0_wmux[1]:Y,12332
ExpModLED_1/State_RNIJHM9[1]:A,12131
ExpModLED_1/State_RNIJHM9[1]:B,12041
ExpModLED_1/State_RNIJHM9[1]:Y,12041
CtrlOut_1/ShiftRegister[3]:CLK,14235
CtrlOut_1/ShiftRegister[3]:D,12813
CtrlOut_1/ShiftRegister[3]:EN,12700
CtrlOut_1/ShiftRegister[3]:Q,14235
Quad_1/QuadXface_6/BBreak:CLK,
Quad_1/QuadXface_6/BBreak:D,15334
Quad_1/QuadXface_6/BBreak:EN,12103
Quad_1/QuadXface_6/BBreak:Q,
Quad_1/QuadXface_2/QuadDataOut_1_m2_2[3]:A,13325
Quad_1/QuadXface_2/QuadDataOut_1_m2_2[3]:B,13454
Quad_1/QuadXface_2/QuadDataOut_1_m2_2[3]:C,
Quad_1/QuadXface_2/QuadDataOut_1_m2_2[3]:D,
Quad_1/QuadXface_2/QuadDataOut_1_m2_2[3]:Y,13325
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[14]:A,15035
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[14]:B,15091
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[14]:C,
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[14]:D,
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[14]:Y,15035
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/FF_24:CLK,
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/FF_24:IPCLKn,
DIO8_1/d8DataOut_m5_1_0_wmux[4]:A,12809
DIO8_1/d8DataOut_m5_1_0_wmux[4]:B,12709
DIO8_1/d8DataOut_m5_1_0_wmux[4]:C,
DIO8_1/d8DataOut_m5_1_0_wmux[4]:D,
DIO8_1/d8DataOut_m5_1_0_wmux[4]:FCO,
DIO8_1/d8DataOut_m5_1_0_wmux[4]:Y,12709
MDTTop_2/CountRA[4]:CLK,5526
MDTTop_2/CountRA[4]:D,5689
MDTTop_2/CountRA[4]:EN,5496
MDTTop_2/CountRA[4]:Q,5526
MDTTop_2/CountRA[4]:SLn,6387
ExpModLED_1/un28_slowenable_0_RNI948Q:A,10421
ExpModLED_1/un28_slowenable_0_RNI948Q:B,11573
ExpModLED_1/un28_slowenable_0_RNI948Q:Y,10421
SSITop_1/DataLength_Z[1]:CLK,14533
SSITop_1/DataLength_Z[1]:D,
SSITop_1/DataLength_Z[1]:EN,-7390
SSITop_1/DataLength_Z[1]:Q,14533
Quad_1/QuadXface_3/QL1[1]:CLK,14263
Quad_1/QuadXface_3/QL1[1]:D,15334
Quad_1/QuadXface_3/QL1[1]:Q,14263
MDTTop_1/un1_data_12_RNII3S21:A,6907
MDTTop_1/un1_data_12_RNII3S21:B,13962
MDTTop_1/un1_data_12_RNII3S21:C,13969
MDTTop_1/un1_data_12_RNII3S21:D,12124
MDTTop_1/un1_data_12_RNII3S21:Y,6907
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[4]:CLK,10966
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[4]:D,15326
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[4]:EN,7490
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[4]:Q,10966
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[4]:SLn,9714
CtrlIO_1/controlIoDataOut_1[31]:A,16548
CtrlIO_1/controlIoDataOut_1[31]:B,15973
CtrlIO_1/controlIoDataOut_1[31]:C,16127
CtrlIO_1/controlIoDataOut_1[31]:D,
CtrlIO_1/controlIoDataOut_1[31]:Y,15973
WDT_1/FPGA_RstReq_0_sqmuxa:A,11854
WDT_1/FPGA_RstReq_0_sqmuxa:B,-3973
WDT_1/FPGA_RstReq_0_sqmuxa:Y,-3973
ExpModLED_1/un20_intexpledselect_0_0:A,-10825
ExpModLED_1/un20_intexpledselect_0_0:B,-13180
ExpModLED_1/un20_intexpledselect_0_0:Y,-13180
SSITop_1/SSIDataLatch_Z[29]:CLK,
SSITop_1/SSIDataLatch_Z[29]:D,15326
SSITop_1/SSIDataLatch_Z[29]:EN,12103
SSITop_1/SSIDataLatch_Z[29]:Q,
Quad_1/QuadXface_2/QuadDataOut_1_m4[13]:A,
Quad_1/QuadXface_2/QuadDataOut_1_m4[13]:B,12745
Quad_1/QuadXface_2/QuadDataOut_1_m4[13]:C,
Quad_1/QuadXface_2/QuadDataOut_1_m4[13]:Y,12745
SerMemInt_1/WriteLatch_1:A,
SerMemInt_1/WriteLatch_1:B,5886
SerMemInt_1/WriteLatch_1:C,
SerMemInt_1/WriteLatch_1:D,-5261
SerMemInt_1/WriteLatch_1:Y,-5261
Quad_1/QuadXface_3/un1_ledstatuswrite_0:A,-11028
Quad_1/QuadXface_3/un1_ledstatuswrite_0:B,14123
Quad_1/QuadXface_3/un1_ledstatuswrite_0:C,-7054
Quad_1/QuadXface_3/un1_ledstatuswrite_0:Y,-11028
ExpModLED_1/un9_expleddataout_0:A,14242
ExpModLED_1/un9_expleddataout_0:B,16407
ExpModLED_1/un9_expleddataout_0:C,12901
ExpModLED_1/un9_expleddataout_0:Y,12901
ExpModLED_1/ShiftRegister1[6]:CLK,15334
ExpModLED_1/ShiftRegister1[6]:D,15334
ExpModLED_1/ShiftRegister1[6]:EN,10421
ExpModLED_1/ShiftRegister1[6]:Q,15334
ExpModLED_1/ShiftRegister1[6]:SLn,11310
DIO8_1/un1_IntDout_iv_0_0[15]:A,13193
DIO8_1/un1_IntDout_iv_0_0[15]:B,13079
DIO8_1/un1_IntDout_iv_0_0[15]:C,10501
DIO8_1/un1_IntDout_iv_0_0[15]:D,10395
DIO8_1/un1_IntDout_iv_0_0[15]:Y,10395
Quad_1/QuadXface_6/Latch0Reg[6]:CLK,
Quad_1/QuadXface_6/Latch0Reg[6]:D,15287
Quad_1/QuadXface_6/Latch0Reg[6]:EN,13858
Quad_1/QuadXface_6/Latch0Reg[6]:Q,
DIO8_1/D8OutputReg2[2]:ALn,-4495
DIO8_1/D8OutputReg2[2]:CLK,13244
DIO8_1/D8OutputReg2[2]:D,
DIO8_1/D8OutputReg2[2]:EN,-9175
DIO8_1/D8OutputReg2[2]:Q,13244
Quad_1/QuadXface_6/intAccumOverflow_1_0_0_a2_0_8:A,10910
Quad_1/QuadXface_6/intAccumOverflow_1_0_0_a2_0_8:B,10860
Quad_1/QuadXface_6/intAccumOverflow_1_0_0_a2_0_8:C,10763
Quad_1/QuadXface_6/intAccumOverflow_1_0_0_a2_0_8:D,10645
Quad_1/QuadXface_6/intAccumOverflow_1_0_0_a2_0_8:Y,10645
MDTTop_1/un1_discoverIdDataOut_0_iv_13_RNO[2]:A,16247
MDTTop_1/un1_discoverIdDataOut_0_iv_13_RNO[2]:B,
MDTTop_1/un1_discoverIdDataOut_0_iv_13_RNO[2]:C,
MDTTop_1/un1_discoverIdDataOut_0_iv_13_RNO[2]:D,9680
MDTTop_1/un1_discoverIdDataOut_0_iv_13_RNO[2]:Y,9680
MDTTop_1/ParamWrite_or_0:A,
MDTTop_1/ParamWrite_or_0:B,-7344
MDTTop_1/ParamWrite_or_0:C,-4944
MDTTop_1/ParamWrite_or_0:Y,-7344
CtrlOut_2/State_1:A,14033
CtrlOut_2/State_1:B,14196
CtrlOut_2/State_1:C,9902
CtrlOut_2/State_1:D,11666
CtrlOut_2/State_1:Y,9902
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_11:B,13995
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_11:C,14118
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_11:IPB,13995
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_11:IPC,14118
DIO8_1/D8InputReg3[0]:CLK,
DIO8_1/D8InputReg3[0]:D,15303
DIO8_1/D8InputReg3[0]:EN,13656
DIO8_1/D8InputReg3[0]:Q,
SSITop_2/ShiftCounter_cry[3]:B,12820
SSITop_2/ShiftCounter_cry[3]:C,13980
SSITop_2/ShiftCounter_cry[3]:FCI,12793
SSITop_2/ShiftCounter_cry[3]:FCO,12793
SSITop_2/ShiftCounter_cry[3]:S,12820
Quad_1/QuadXface_6/QuadDataOut_1_2[11]:A,
Quad_1/QuadXface_6/QuadDataOut_1_2[11]:B,13528
Quad_1/QuadXface_6/QuadDataOut_1_2[11]:C,13475
Quad_1/QuadXface_6/QuadDataOut_1_2[11]:D,
Quad_1/QuadXface_6/QuadDataOut_1_2[11]:Y,13475
DiscID_1/DiscExpID_1/ExpansionID0_1_RNIU36S2[12]:A,-12322
DiscID_1/DiscExpID_1/ExpansionID0_1_RNIU36S2[12]:B,-12399
DiscID_1/DiscExpID_1/ExpansionID0_1_RNIU36S2[12]:Y,-12399
Quad_1/QuadXface_3/HomeLat:CLK,
Quad_1/QuadXface_3/HomeLat:D,15318
Quad_1/QuadXface_3/HomeLat:EN,12103
Quad_1/QuadXface_3/HomeLat:Q,
Quad_1/QuadXface_3/Latch1Reg[10]:CLK,
Quad_1/QuadXface_3/Latch1Reg[10]:D,15287
Quad_1/QuadXface_3/Latch1Reg[10]:EN,13858
Quad_1/QuadXface_3/Latch1Reg[10]:Q,
Quad_1/QuadXface_3/QuadLatch[10]:CLK,
Quad_1/QuadXface_3/QuadLatch[10]:D,15287
Quad_1/QuadXface_3/QuadLatch[10]:EN,12103
Quad_1/QuadXface_3/QuadLatch[10]:Q,
Decode_1/un4_exp3dio8configwrite_0_a2_0:A,14128
Decode_1/un4_exp3dio8configwrite_0_a2_0:B,14190
Decode_1/un4_exp3dio8configwrite_0_a2_0:Y,14128
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/FF_34:IPENn,
WDT_1/FPGAProgDOut_Z[1]:CLK,
WDT_1/FPGAProgDOut_Z[1]:D,
WDT_1/FPGAProgDOut_Z[1]:EN,-4037
WDT_1/FPGAProgDOut_Z[1]:Q,
Analog_1/StateMach_1/un1_ConversionCounter_1_1.SUM[3]:A,14255
Analog_1/StateMach_1/un1_ConversionCounter_1_1.SUM[3]:B,12583
Analog_1/StateMach_1/un1_ConversionCounter_1_1.SUM[3]:C,14127
Analog_1/StateMach_1/un1_ConversionCounter_1_1.SUM[3]:D,14009
Analog_1/StateMach_1/un1_ConversionCounter_1_1.SUM[3]:Y,12583
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux[0]:A,10768
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux[0]:B,10712
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux[0]:C,11045
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux[0]:D,10740
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux[0]:FCO,
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux[0]:Y,10712
DIO8_1/D8OutputReg0[13]:ALn,-4495
DIO8_1/D8OutputReg0[13]:CLK,12185
DIO8_1/D8OutputReg0[13]:D,
DIO8_1/D8OutputReg0[13]:EN,-9145
DIO8_1/D8OutputReg0[13]:Q,12185
Analog_1/DataBuf_1/AddrBank1_i_m2[2]:A,14091
Analog_1/DataBuf_1/AddrBank1_i_m2[2]:B,13736
Analog_1/DataBuf_1/AddrBank1_i_m2[2]:C,15275
Analog_1/DataBuf_1/AddrBank1_i_m2[2]:Y,13736
Quad_1/QuadXface_6/QuadLatch[14]:CLK,
Quad_1/QuadXface_6/QuadLatch[14]:D,15287
Quad_1/QuadXface_6/QuadLatch[14]:EN,12103
Quad_1/QuadXface_6/QuadLatch[14]:Q,
Quad_1/QuadXface_3/intAccumOverflow_1_0_a3_8:A,10810
Quad_1/QuadXface_3/intAccumOverflow_1_0_a3_8:B,10719
Quad_1/QuadXface_3/intAccumOverflow_1_0_a3_8:C,10666
Quad_1/QuadXface_3/intAccumOverflow_1_0_a3_8:D,10574
Quad_1/QuadXface_3/intAccumOverflow_1_0_a3_8:Y,10574
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[6]:A,13876
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[6]:B,13847
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[6]:C,
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[6]:D,
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[6]:Y,13847
Quad_1/QuadXface_5/Latch1Reg[0]:CLK,
Quad_1/QuadXface_5/Latch1Reg[0]:D,15287
Quad_1/QuadXface_5/Latch1Reg[0]:EN,13858
Quad_1/QuadXface_5/Latch1Reg[0]:Q,
Analog_1/Ser2Par_1/S2P_M3Ch0_Data[4]:CLK,13159
Analog_1/Ser2Par_1/S2P_M3Ch0_Data[4]:D,15326
Analog_1/Ser2Par_1/S2P_M3Ch0_Data[4]:EN,7490
Analog_1/Ser2Par_1/S2P_M3Ch0_Data[4]:Q,13159
Analog_1/Ser2Par_1/S2P_M3Ch0_Data[4]:SLn,9714
Exp2Data_iobuf[0]/U0/U_IOPAD:D,
Exp2Data_iobuf[0]/U0/U_IOPAD:E,
Exp2Data_iobuf[0]/U0/U_IOPAD:PAD,
Exp2Data_iobuf[0]/U0/U_IOPAD:Y,
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_31:C,7930
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_31:IPC,7930
SerMemInt_1/SerialDataOutput[5]:CLK,13085
SerMemInt_1/SerialDataOutput[5]:D,5063
SerMemInt_1/SerialDataOutput[5]:EN,10316
SerMemInt_1/SerialDataOutput[5]:Q,13085
MDTTop_1/DataValid:CLK,4893
MDTTop_1/DataValid:D,4556
MDTTop_1/DataValid:Q,4893
DIO8_1/State_RNO[8]:A,14255
DIO8_1/State_RNO[8]:B,14204
DIO8_1/State_RNO[8]:C,13617
DIO8_1/State_RNO[8]:D,10874
DIO8_1/State_RNO[8]:Y,10874
RESET_ibuf/U0/U_IOPAD:PAD,
RESET_ibuf/U0/U_IOPAD:Y,
DATA_iobuf[16]/U0/U_IOINFF:A,
DATA_iobuf[16]/U0/U_IOINFF:Y,
Quad_1/QuadXface_6/QL1[2]:CLK,14215
Quad_1/QuadXface_6/QL1[2]:D,15318
Quad_1/QuadXface_6/QL1[2]:Q,14215
SSITop_1/HalfPeriod[2]:CLK,14449
SSITop_1/HalfPeriod[2]:D,
SSITop_1/HalfPeriod[2]:EN,-7666
SSITop_1/HalfPeriod[2]:Q,14449
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_34:B,9151
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_34:C,7889
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_34:IPB,9151
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_34:IPC,7889
Quad_1/QuadXface_4/Latch1Reg[4]:CLK,
Quad_1/QuadXface_4/Latch1Reg[4]:D,15287
Quad_1/QuadXface_4/Latch1Reg[4]:EN,13858
Quad_1/QuadXface_4/Latch1Reg[4]:Q,
Decode_1/un1_discoverIdDataOut_0_iv[31]:A,4109
Decode_1/un1_discoverIdDataOut_0_iv[31]:B,9468
Decode_1/un1_discoverIdDataOut_0_iv[31]:C,9033
Decode_1/un1_discoverIdDataOut_0_iv[31]:D,2415
Decode_1/un1_discoverIdDataOut_0_iv[31]:Y,2415
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[5]:A,12688
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[5]:B,12659
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[5]:C,
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[5]:D,
Quad_1/QuadXface_6/QuadDataOut_1_m2_2[5]:Y,12659
SSITop_2/DelayTerminalCount[6]:CLK,12622
SSITop_2/DelayTerminalCount[6]:D,
SSITop_2/DelayTerminalCount[6]:EN,-7666
SSITop_2/DelayTerminalCount[6]:Q,12622
Quad_1/QuadXface_1/HomeReg[9]:CLK,
Quad_1/QuadXface_1/HomeReg[9]:D,15287
Quad_1/QuadXface_1/HomeReg[9]:EN,15120
Quad_1/QuadXface_1/HomeReg[9]:Q,
ExpModLED_1/expLedDataOut_1_m2s2:A,12095
ExpModLED_1/expLedDataOut_1_m2s2:B,14144
ExpModLED_1/expLedDataOut_1_m2s2:C,10789
ExpModLED_1/expLedDataOut_1_m2s2:D,10580
ExpModLED_1/expLedDataOut_1_m2s2:Y,10580
SerMemInt_1/MemoryAddress[1]:CLK,5212
SerMemInt_1/MemoryAddress[1]:D,
SerMemInt_1/MemoryAddress[1]:EN,
SerMemInt_1/MemoryAddress[1]:Q,5212
Quad_1/QuadXface_5/Latch1Reg[15]:CLK,
Quad_1/QuadXface_5/Latch1Reg[15]:D,15287
Quad_1/QuadXface_5/Latch1Reg[15]:EN,13858
Quad_1/QuadXface_5/Latch1Reg[15]:Q,
DiscID_1/DiscExpID_1/ExpansionID1_1[12]:CLK,-10922
DiscID_1/DiscExpID_1/ExpansionID1_1[12]:D,15310
DiscID_1/DiscExpID_1/ExpansionID1_1[12]:EN,13010
DiscID_1/DiscExpID_1/ExpansionID1_1[12]:Q,-10922
Decode_1/un141_data_i_o2_2:A,-8429
Decode_1/un141_data_i_o2_2:B,-6155
Decode_1/un141_data_i_o2_2:C,-6254
Decode_1/un141_data_i_o2_2:Y,-8429
WDT_1/FPGAProgDOut_Z[3]:CLK,
WDT_1/FPGAProgDOut_Z[3]:D,
WDT_1/FPGAProgDOut_Z[3]:EN,-4037
WDT_1/FPGAProgDOut_Z[3]:Q,
ExpSigRoute_1/expd8_datain_0_o2:A,8530
ExpSigRoute_1/expd8_datain_0_o2:B,8486
ExpSigRoute_1/expd8_datain_0_o2:Y,8486
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[0]:A,10730
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[0]:B,10646
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[0]:C,10994
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[0]:D,10689
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[0]:FCO,
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[0]:Y,10646
MDTTop_1/un1_discoverIdDataOut_0_iv_9[10]:A,13897
MDTTop_1/un1_discoverIdDataOut_0_iv_9[10]:B,9322
MDTTop_1/un1_discoverIdDataOut_0_iv_9[10]:C,
MDTTop_1/un1_discoverIdDataOut_0_iv_9[10]:D,4677
MDTTop_1/un1_discoverIdDataOut_0_iv_9[10]:Y,4677
Quad_1/QuadXface_4/LatchedDec_1_0_x2:A,-3482
Quad_1/QuadXface_4/LatchedDec_1_0_x2:B,-3565
Quad_1/QuadXface_4/LatchedDec_1_0_x2:Y,-3565
MDTTop_2/RetPulseDelayEnable_1_sqmuxa_i_a2_4:A,3631
MDTTop_2/RetPulseDelayEnable_1_sqmuxa_i_a2_4:B,3531
MDTTop_2/RetPulseDelayEnable_1_sqmuxa_i_a2_4:C,3478
MDTTop_2/RetPulseDelayEnable_1_sqmuxa_i_a2_4:D,3366
MDTTop_2/RetPulseDelayEnable_1_sqmuxa_i_a2_4:Y,3366
Quad_1/QuadXface_1/Latch0Reg[12]:CLK,
Quad_1/QuadXface_1/Latch0Reg[12]:D,15287
Quad_1/QuadXface_1/Latch0Reg[12]:EN,13858
Quad_1/QuadXface_1/Latch0Reg[12]:Q,
ClkCtrl_1/DLL_LOCK_Int_1:A,14333
ClkCtrl_1/DLL_LOCK_Int_1:B,14227
ClkCtrl_1/DLL_LOCK_Int_1:C,14176
ClkCtrl_1/DLL_LOCK_Int_1:D,14096
ClkCtrl_1/DLL_LOCK_Int_1:Y,14096
Quad_1/QuadXface_6/Latch1Reg[5]:CLK,
Quad_1/QuadXface_6/Latch1Reg[5]:D,15287
Quad_1/QuadXface_6/Latch1Reg[5]:EN,13858
Quad_1/QuadXface_6/Latch1Reg[5]:Q,
ClkCtrl_1/DLL_Lock_ShiftReg[0]:ALn,
ClkCtrl_1/DLL_Lock_ShiftReg[0]:CLK,14096
ClkCtrl_1/DLL_Lock_ShiftReg[0]:D,
ClkCtrl_1/DLL_Lock_ShiftReg[0]:Q,14096
DIO8_1/D8InputReg2[0]:CLK,
DIO8_1/D8InputReg2[0]:D,15303
DIO8_1/D8InputReg2[0]:EN,12602
DIO8_1/D8InputReg2[0]:Q,
MDTTop_1/TransducerSelect[3]:CLK,
MDTTop_1/TransducerSelect[3]:D,
MDTTop_1/TransducerSelect[3]:EN,-7344
MDTTop_1/TransducerSelect[3]:Q,
MDTTop_1/TransducerSelect[3]:SLn,-3994
Quad_1/QuadXface_1/QuadDataOut_1[6]:A,13918
Quad_1/QuadXface_1/QuadDataOut_1[6]:B,12879
Quad_1/QuadXface_1/QuadDataOut_1[6]:C,13803
Quad_1/QuadXface_1/QuadDataOut_1[6]:D,13648
Quad_1/QuadXface_1/QuadDataOut_1[6]:Y,12879
DiscID_1/DiscExpID_1/ExpansionID3_1_fast_RNIKLKE[13]:A,-12857
DiscID_1/DiscExpID_1/ExpansionID3_1_fast_RNIKLKE[13]:B,-12913
DiscID_1/DiscExpID_1/ExpansionID3_1_fast_RNIKLKE[13]:C,-12985
DiscID_1/DiscExpID_1/ExpansionID3_1_fast_RNIKLKE[13]:D,-13111
DiscID_1/DiscExpID_1/ExpansionID3_1_fast_RNIKLKE[13]:Y,-13111
MDTTop_2/State_RNO[0]:A,5969
MDTTop_2/State_RNO[0]:B,-3745
MDTTop_2/State_RNO[0]:C,4705
MDTTop_2/State_RNO[0]:D,4530
MDTTop_2/State_RNO[0]:Y,-3745
Exp_Mxd_ID_CLK_obuf/U0/U_IOPAD:D,
Exp_Mxd_ID_CLK_obuf/U0/U_IOPAD:E,
Exp_Mxd_ID_CLK_obuf/U0/U_IOPAD:PAD,
SerMemInt_1/SerialMemoryClockEnableCounter_RNO[0]:A,10842
SerMemInt_1/SerialMemoryClockEnableCounter_RNO[0]:B,14192
SerMemInt_1/SerialMemoryClockEnableCounter_RNO[0]:Y,10842
Decode_1/un3_axis0x011write_0_a2:A,
Decode_1/un3_axis0x011write_0_a2:B,
Decode_1/un3_axis0x011write_0_a2:C,
Decode_1/un3_axis0x011write_0_a2:D,
Decode_1/un3_axis0x011write_0_a2:Y,
Exp2Data_iobuf[4]/U0/U_IOENFF:A,
Exp2Data_iobuf[4]/U0/U_IOENFF:Y,
DiscID_1/DiscCtrlID_1/Count[1]:CLK,12848
DiscID_1/DiscCtrlID_1/Count[1]:D,12485
DiscID_1/DiscCtrlID_1/Count[1]:EN,14285
DiscID_1/DiscCtrlID_1/Count[1]:Q,12848
MDTTop_2/mdtSimpDataOut_1_0[3]:A,15072
MDTTop_2/mdtSimpDataOut_1_0[3]:B,
MDTTop_2/mdtSimpDataOut_1_0[3]:C,
MDTTop_2/mdtSimpDataOut_1_0[3]:Y,15072
DIO8_1/D8OutputReg3[9]:ALn,-4495
DIO8_1/D8OutputReg3[9]:CLK,12970
DIO8_1/D8OutputReg3[9]:D,
DIO8_1/D8OutputReg3[9]:EN,-8813
DIO8_1/D8OutputReg3[9]:Q,12970
Quad_1/QuadXface_5/Latch0Reg[6]:CLK,
Quad_1/QuadXface_5/Latch0Reg[6]:D,15287
Quad_1/QuadXface_5/Latch0Reg[6]:EN,13858
Quad_1/QuadXface_5/Latch0Reg[6]:Q,
Decode_1/un474_data:A,5005
Decode_1/un474_data:B,12844
Decode_1/un474_data:C,12687
Decode_1/un474_data:D,11549
Decode_1/un474_data:Y,5005
DIO8_1/d8DataOut_m2_2[11]:A,12233
DIO8_1/d8DataOut_m2_2[11]:B,11046
DIO8_1/d8DataOut_m2_2[11]:C,
DIO8_1/d8DataOut_m2_2[11]:D,
DIO8_1/d8DataOut_m2_2[11]:Y,11046
Analog_1/Ser2Par_1/S2P_M2Ch0_Data[5]:CLK,10717
Analog_1/Ser2Par_1/S2P_M2Ch0_Data[5]:D,15326
Analog_1/Ser2Par_1/S2P_M2Ch0_Data[5]:EN,7490
Analog_1/Ser2Par_1/S2P_M2Ch0_Data[5]:Q,10717
Analog_1/Ser2Par_1/S2P_M2Ch0_Data[5]:SLn,9714
Analog_1/StateMach_1/CycleCounter_RNO[1]:A,14248
Analog_1/StateMach_1/CycleCounter_RNO[1]:B,14184
Analog_1/StateMach_1/CycleCounter_RNO[1]:C,14104
Analog_1/StateMach_1/CycleCounter_RNO[1]:Y,14104
DIO8_1/D8InputReg3[2]:CLK,
DIO8_1/D8InputReg3[2]:D,15303
DIO8_1/D8InputReg3[2]:EN,13656
DIO8_1/D8InputReg3[2]:Q,
ExpModLED_1/Count[1]:CLK,10658
ExpModLED_1/Count[1]:D,11082
ExpModLED_1/Count[1]:EN,14285
ExpModLED_1/Count[1]:Q,10658
DiscID_1/DiscExpID_1/ExpansionID3_1_fast_RNIA7SE[9]:A,-12769
DiscID_1/DiscExpID_1/ExpansionID3_1_fast_RNIA7SE[9]:B,-12817
DiscID_1/DiscExpID_1/ExpansionID3_1_fast_RNIA7SE[9]:Y,-12817
DIO8_1/d8DataOut_m2s2_i_a2_i_a2:A,13875
DIO8_1/d8DataOut_m2s2_i_a2_i_a2:B,11309
DIO8_1/d8DataOut_m2s2_i_a2_i_a2:C,13747
DIO8_1/d8DataOut_m2s2_i_a2_i_a2:D,
DIO8_1/d8DataOut_m2s2_i_a2_i_a2:Y,11309
SerMemInt_1/SerialDataCounter_r[2]:A,9530
SerMemInt_1/SerialDataCounter_r[2]:B,13239
SerMemInt_1/SerialDataCounter_r[2]:Y,9530
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_3:IPC,
Quad_1/QuadXface_1/QuadLatch[14]:CLK,
Quad_1/QuadXface_1/QuadLatch[14]:D,15287
Quad_1/QuadXface_1/QuadLatch[14]:EN,12103
Quad_1/QuadXface_1/QuadLatch[14]:Q,
Quad_1/QuadXface_6/Latch1Reg[7]:CLK,
Quad_1/QuadXface_6/Latch1Reg[7]:D,15287
Quad_1/QuadXface_6/Latch1Reg[7]:EN,13858
Quad_1/QuadXface_6/Latch1Reg[7]:Q,
Quad_1/QuadXface_5/QH[1]:CLK,14263
Quad_1/QuadXface_5/QH[1]:D,15334
Quad_1/QuadXface_5/QH[1]:Q,14263
Analog_1/Ser2Par_1/S2P_M1Ch1_Data[7]:CLK,12062
Analog_1/Ser2Par_1/S2P_M1Ch1_Data[7]:D,15326
Analog_1/Ser2Par_1/S2P_M1Ch1_Data[7]:EN,7490
Analog_1/Ser2Par_1/S2P_M1Ch1_Data[7]:Q,12062
Analog_1/Ser2Par_1/S2P_M1Ch1_Data[7]:SLn,9714
ExpModLED_1/StateMachine.un2_slowenable_0_a4_i_i_a2:A,9907
ExpModLED_1/StateMachine.un2_slowenable_0_a4_i_i_a2:B,12430
ExpModLED_1/StateMachine.un2_slowenable_0_a4_i_i_a2:Y,9907
DiscID_1/DiscExpID_1/State_RNO[3]:A,14317
DiscID_1/DiscExpID_1/State_RNO[3]:B,14219
DiscID_1/DiscExpID_1/State_RNO[3]:C,13151
DiscID_1/DiscExpID_1/State_RNO[3]:D,13507
DiscID_1/DiscExpID_1/State_RNO[3]:Y,13151
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[8]:CLK,10674
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[8]:D,15326
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[8]:EN,7490
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[8]:Q,10674
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[8]:SLn,9714
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_16:C,10618
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_16:IPB,
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_16:IPC,10618
